Basin,Region,Site,Reference,Indicator,Latitude (°N),Longitude (°E),RSL (m),RSL +1s,RSL -1s,Age (CE),Age +2s,Age -2s
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-0.97,0.07,0.07,-109,99,98
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-0.99,0.07,0.07,-154,90,92
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-1.01,0.07,0.07,-198,77,91
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-1.03,0.07,0.07,-245,54,109
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-1.05,0.07,0.07,-284,55,113
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-1.07,0.07,0.07,-316,63,118
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-1.09,0.07,0.07,-349,69,131
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-1.11,0.07,0.07,-380,73,145
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-1.13,0.07,0.07,-413,75,161
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-1.15,0.07,0.07,-445,76,175
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-1.17,0.07,0.07,-477,76,191
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.587,-81.666,-1.18,0.07,0.07,-499,81,201
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.93,0.14,0.14,1336,60,60
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.68,0.14,0.14,1347,57,57
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.88,0.14,0.14,1360,62,62
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.87,0.14,0.14,1419,28,28
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.67,0.13,0.13,1421,29,29
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.37,0.21,0.21,1425,30,30
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.57,0.14,0.14,1479,45,45
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.41,0.11,0.11,1555,88,88
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,0.00,0.07,0.07,1556,88,88
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,0.00,0.17,0.17,1570,74,74
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,0.01,0.16,0.16,1573,107,107
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.17,0.21,0.21,1578,88,88
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.87,0.20,0.20,1580,89,89
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.25,0.07,0.07,1778,113,113
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.16,0.21,0.21,1778,113,113
North Atlantic,Greenland,Aasiaat,Long et al. (2012),diatoms,68.700,-52.270,-0.16,0.11,0.11,1950,50,50
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,-1.44,0.21,0.21,1466,56,56
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,-1.28,0.21,0.21,1555,89,89
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,-1.08,0.21,0.21,1574,90,90
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,-0.28,0.11,0.11,1595,38,38
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,-0.83,0.07,0.07,1599,84,84
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,-0.54,0.12,0.12,1726,86,86
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,-0.28,0.11,0.11,1728,85,85
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,-0.40,0.12,0.12,1736,84,84
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,-0.32,0.04,0.04,1741,86,86
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,-0.29,0.11,0.11,1745,81,81
North Atlantic,Greenland,Nanortalik,Long et al. (2012),diatoms,60.140,-45.240,0.06,0.10,0.10,1950,50,50
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.34,0.13,0.13,1328,64,64
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.29,0.16,0.16,1332,62,62
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.85,0.16,0.16,1340,52,52
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.85,0.15,0.15,1357,65,65
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.02,0.12,0.12,1510,70,70
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.39,0.18,0.18,1513,103,103
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.61,0.13,0.13,1522,112,112
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,0.00,0.07,0.07,1522,112,112
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.14,0.08,0.08,1544,91,91
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.06,0.11,0.11,1544,91,91
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.24,0.08,0.08,1550,90,90
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.26,0.16,0.16,1557,88,88
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.09,0.13,0.13,1579,89,89
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,0.00,0.08,0.08,1583,92,92
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.10,0.08,0.08,1720,90,90
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.03,0.13,0.13,1722,89,89
North Atlantic,Greenland,Sisimiut,Long et al. (2012),diatoms,66.491,-53.607,-0.09,0.16,0.16,1727,87,87
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.64,0.20,0.20,-141,83,140
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.62,0.20,0.20,-119,74,118
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.60,0.20,0.20,-86,67,88
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.58,0.20,0.20,-60,62,88
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.56,0.20,0.20,-44,61,92
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.54,0.20,0.20,-28,59,93
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.52,0.20,0.20,-13,57,91
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.50,0.20,0.20,3,55,93
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.48,0.20,0.20,18,52,92
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.46,0.20,0.20,34,49,86
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.44,0.20,0.20,52,48,82
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.42,0.20,0.20,77,47,75
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.40,0.20,0.20,91,47,74
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.38,0.20,0.20,103,50,75
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.36,0.20,0.20,115,51,77
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.34,0.20,0.20,127,50,80
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.32,0.20,0.20,139,49,83
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.30,0.20,0.20,152,47,85
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.28,0.20,0.20,168,43,88
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.26,0.20,0.20,199,45,94
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.24,0.20,0.20,218,53,93
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.22,0.20,0.20,236,56,94
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.20,0.20,0.20,255,58,97
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.18,0.20,0.20,274,56,101
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.16,0.20,0.20,293,55,100
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.14,0.20,0.20,313,51,100
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.12,0.20,0.20,337,44,92
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.10,0.20,0.20,375,44,95
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.08,0.20,0.20,397,54,96
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.06,0.20,0.20,417,59,96
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.04,0.20,0.20,436,60,95
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.02,0.20,0.20,456,61,96
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-1.00,0.20,0.20,477,56,92
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.98,0.20,0.20,503,52,91
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.96,0.20,0.20,552,56,94
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.94,0.20,0.20,585,63,98
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.92,0.20,0.20,613,65,98
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.90,0.20,0.20,645,59,106
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.88,0.20,0.20,676,54,102
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.86,0.20,0.20,722,40,67
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.84,0.20,0.20,789,31,56
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.82,0.20,0.20,823,27,38
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.80,0.20,0.20,866,13,28
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.78,0.20,0.20,908,67,30
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.76,0.20,0.20,945,76,57
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.74,0.20,0.20,980,80,82
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.72,0.20,0.20,1012,81,100
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.70,0.20,0.20,1045,80,121
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.68,0.20,0.20,1077,70,138
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.66,0.20,0.20,1110,58,144
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.64,0.20,0.20,1142,46,140
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.62,0.20,0.20,1176,33,111
North Atlantic,Iceland,Vioarholmi,Gehrels et al. (2006a),foraminifera,64.763,-22.434,-0.60,0.20,0.20,1216,10,40
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.57,0.18,0.18,1567,44,43
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.51,0.18,0.18,1630,32,42
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.36,0.18,0.18,1666,21,19
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.41,0.18,0.18,1691,16,17
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.36,0.18,0.18,1710,5,6
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.45,0.18,0.18,1728,10,9
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.45,0.18,0.18,1738,15,13
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.40,0.19,0.19,1743,15,14
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.38,0.18,0.18,1757,18,18
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.41,0.18,0.18,1766,19,20
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.39,0.17,0.17,1771,20,20
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.41,0.18,0.18,1787,22,21
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.31,0.19,0.19,1809,25,22
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.27,0.19,0.19,1830,26,22
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.25,0.19,0.19,1834,26,23
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.15,0.18,0.18,1850,28,25
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.15,0.19,0.19,1859,27,26
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.15,0.19,0.19,1872,24,26
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.18,0.18,0.18,1890,19,23
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.15,0.18,0.18,1894,19,23
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.22,0.18,0.18,1915,16,18
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.10,0.18,0.18,1927,13,15
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.11,0.18,0.18,1935,13,15
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.12,0.18,0.18,1956,6,7
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.13,0.18,0.18,1963,3,2
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.10,0.18,0.18,1966,3,2
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.09,0.18,0.18,1967,3,2
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.06,0.18,0.18,1968,3,3
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.04,0.19,0.19,1970,2,3
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.03,0.18,0.18,1971,3,3
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.08,0.18,0.18,1973,2,2
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.02,0.18,0.18,1975,2,3
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.08,0.18,0.18,1976,2,3
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,0.00,0.18,0.18,1981,3,4
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.07,0.18,0.18,1983,4,4
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.06,0.18,0.18,1984,4,4
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,0.02,0.18,0.18,1988,4,4
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,0.08,0.18,0.18,1995,3,3
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.01,0.18,0.18,1998,3,3
North Atlantic,Iceland,Vioarholmi,Saher et al. (2015),foraminifera,64.763,-22.434,-0.01,0.18,0.18,2002,2,2
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.24,0.15,0.15,1706,16,19
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.22,0.15,0.15,1727,27,23
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.20,0.15,0.15,1747,30,25
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.18,0.15,0.15,1767,30,25
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.16,0.15,0.15,1787,26,29
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.14,0.15,0.15,1808,31,29
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.12,0.15,0.15,1831,26,29
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.10,0.15,0.15,1860,18,27
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.08,0.15,0.15,1896,11,14
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.07,0.15,0.15,1910,10,5
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.06,0.15,0.15,1923,10,5
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.05,0.15,0.15,1934,10,5
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.04,0.15,0.15,1944,5,5
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.03,0.15,0.15,1952,0,5
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.02,0.15,0.15,1958,5,0
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,-0.01,0.15,0.15,1964,0,5
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,0.01,0.15,0.15,1969,5,0
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,0.02,0.15,0.15,1975,3,3
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,0.03,0.15,0.15,1980,1,1
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,0.04,0.15,0.15,1987,5,1
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,0.05,0.15,0.15,1995,5,5
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,0.06,0.15,0.15,1998,1,1
North Atlantic,Isle of Wight,Newtown Estuary,Long et al. (2014),foraminifera,50.716,-1.389,0.07,0.15,0.15,2011,1,1
Gulf of Mexico,Louisiana,Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.710,-0.78,0.04,0.04,969,40,40
Gulf of Mexico,Louisiana,Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.710,-0.76,0.04,0.04,989,30,30
Gulf of Mexico,Louisiana,Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.710,-0.67,0.04,0.04,1067,70,70
Gulf of Mexico,Louisiana,Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.710,-0.62,0.04,0.04,1169,56,56
Gulf of Mexico,Louisiana,Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.710,-0.50,0.04,0.04,1188,54,54
Gulf of Mexico,Louisiana,Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.710,-0.72,0.04,0.04,1194,42,42
Gulf of Mexico,Louisiana,Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.710,-0.43,0.04,0.04,1230,46,46
Gulf of Mexico,Louisiana,Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.95,0.04,0.04,586,58,58
Gulf of Mexico,Louisiana,Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-1.01,0.04,0.04,591,42,42
Gulf of Mexico,Louisiana,Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.99,0.04,0.04,608,38,38
Gulf of Mexico,Louisiana,Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.93,0.04,0.04,859,70,70
Gulf of Mexico,Louisiana,Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.84,0.04,0.04,952,46,46
Gulf of Mexico,Louisiana,Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.75,0.04,0.04,1096,60,60
Gulf of Mexico,Louisiana,Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.64,0.04,0.04,1145,64,64
